fname	PID	URL	タイトル	巻次	シリーズ	版表示	著者	出版者	出版年	出版年(W3CDTF)	ISBN	冊数（ページ数・大きさ）	NDC分類	NDC分類（第８版）	NDC分類（第９版）	NDLC分類	件名（NDLSH）	公開範囲
1213439_305_3.jpg	1213439	https://dl.ndl.go.jp/info:ndljp/pid/1213439	農事試験場業績 : 創立二十周年記念	熊岳城分場篇			満鉄農事試験場 編	満鉄農事試験場	昭和10	1935		738p ; 27cm	610					インターネット公開（保護期間満了）
1221178_63_2.jpg	1221178	https://dl.ndl.go.jp/info:ndljp/pid/1221178	施肥標準調査成績	第3報			三重県立農事試験場 編	三重県立農事試験場	昭和13	1938			613					インターネット公開（保護期間満了）
1222443_1157_1.jpg	1222443	https://dl.ndl.go.jp/info:ndljp/pid/1222443	日本紙業綜覧	昭和12年版			王子製紙株式会社販売部調査課 編	王子製紙	昭12	1937		947, 150p ; 23cm	585					インターネット公開（保護期間満了）
1224106_388_0.jpg	1224106	https://dl.ndl.go.jp/info:ndljp/pid/1224106	国産総覧	昭和6年版			国産調査協会 編	国産調査協会	昭和6	1931		120, 283, 372p ; 27cm	602.1					インターネット公開（保護期間満了）
1235593_423_0.jpg	1235593	https://dl.ndl.go.jp/info:ndljp/pid/1235593	日本の産業と貿易の発展				三菱経済研究所 編	三菱経済研究所	昭和10	1935		733p ; 27cm	602.1					インターネット公開（保護期間満了）
1239663_149_1.jpg	1239663	https://dl.ndl.go.jp/info:ndljp/pid/1239663	施肥標準調査成績	第1報			滋賀県立農事試験場 編	滋賀県立農事試験場	昭12	1937		512p 図版 ; 28cm	613					インターネット公開（保護期間満了）
1244757_98_0.jpg	1244757	https://dl.ndl.go.jp/info:ndljp/pid/1244757	三菱電機総型録	工業編			三菱電機株式会社 編	三菱電機	昭和16-18	1943			542					インターネット公開（保護期間満了）
1275572_23_0.jpg	1275572	https://dl.ndl.go.jp/info:ndljp/pid/1275572	産業都市大阪	昭和14年版				大阪商工会議所	昭和15	1940		55p ; 11×16cm	351.63					インターネット公開（保護期間満了）
1350400_54_1.jpg	1350400	https://dl.ndl.go.jp/info:ndljp/pid/1350400	決算検査報告	昭和40年度				会計検査院	[1966]	1966		277p ; 26cm			314.1459	BZ-4		インターネット公開（保護期間満了）
1439887_89_3.jpg	1439887	https://dl.ndl.go.jp/info:ndljp/pid/1439887	大分県統計書	昭和１５年　第３編			大分県総務部統計課 編	大分県総務部統計課	昭和16-18	1943			351.95					インターネット公開（保護期間満了）
1445295_60_3.jpg	1445295	https://dl.ndl.go.jp/info:ndljp/pid/1445295	朝鮮統計要覧	昭和13年				朝鮮総督府	1940	1940		315p ; 15cm	352.1					インターネット公開（保護期間満了）
1447314_21_0.jpg	1447314	https://dl.ndl.go.jp/info:ndljp/pid/1447314	健康保険事業年報	昭和５年度			社会局保険部 編	社会局保険部	昭和7	1932			364					インターネット公開（保護期間満了）
1448064_100_0.jpg	1448064	https://dl.ndl.go.jp/info:ndljp/pid/1448064	朝鮮総督府統計要覧	昭和６年			朝鮮総督府 編	朝鮮総督府	昭和8	1933			352					インターネット公開（保護期間満了）
1448257_619_1.jpg	1448257	https://dl.ndl.go.jp/info:ndljp/pid/1448257	東京市統計年表	第２６回			東京市 編	東京市	昭和5	1930			351.36					インターネット公開（保護期間満了）
1448968_55_2.jpg	1448968	https://dl.ndl.go.jp/info:ndljp/pid/1448968	保険年鑑	自大正１１至１４年度　外国会社			商工省保険部 編	生命保険会社協会	昭和2-10	1935			339					インターネット公開（保護期間満了）
1451771_58_2.jpg	1451771	https://dl.ndl.go.jp/info:ndljp/pid/1451771	金沢市統計書	昭和９年　第５編 （神社宗教・社會事業・衛生水道）			金沢市 編	金沢市	昭11至13	1938			351.43					インターネット公開（保護期間満了）
1454691_85_2.jpg	1454691	https://dl.ndl.go.jp/info:ndljp/pid/1454691	朝鮮総督府統計年報	昭和17年			朝鮮総督府 編	朝鮮総督府	1944.3	1944		461p ; 27cm		352.1		DT191-K2		インターネット公開（保護期間満了）
1466353_120_3.jpg	1466353	https://dl.ndl.go.jp/info:ndljp/pid/1466353	日本国勢図会	昭和４年版			矢野恒太 編	日本評論社	昭和4	1929			351					インターネット公開（保護期間満了）
1466353_89_1.jpg	1466353	https://dl.ndl.go.jp/info:ndljp/pid/1466353	日本国勢図会	昭和４年版			矢野恒太 編	日本評論社	昭和4	1929			351					インターネット公開（保護期間満了）
1659222_99_0.jpg	1659222	https://dl.ndl.go.jp/info:ndljp/pid/1659222	国会制定法	第55・56回				参議院法制局					320.91			CZ-4		インターネット公開（保護期間満了）
1681507_19_1.jpg	1681507	https://dl.ndl.go.jp/info:ndljp/pid/1681507	Statistical abstract for Osaka	21			compiled by the Osaka Municipal Office	The Osaka Municipal Office	昭和5	1930								インターネット公開（保護期間満了）
1710132_18_0.jpg	1710132	https://dl.ndl.go.jp/info:ndljp/pid/1710132	金沢市統計書	大正１４年　第１編 （氣象・土地・戸口）			金沢市 編	金沢市	大正15-昭和10	1935			351.43					インターネット公開（保護期間満了）
1710395_57_1.jpg	1710395	https://dl.ndl.go.jp/info:ndljp/pid/1710395	ソ連邦国民経済統計集				経済安定本部経済復興計画委員会, 経済安定本部総裁官房企画部調査課 共編	経済安定本部	1948	1948			330.59					インターネット公開（保護期間満了）
1710472_39_2.jpg	1710472	https://dl.ndl.go.jp/info:ndljp/pid/1710472	沖縄県統計書	昭和８年　第２編 （學事）			沖縄県総務部統計課 編	沖縄県	昭9至14	1939			351.99					インターネット公開（保護期間満了）
1710804_44_1.jpg	1710804	https://dl.ndl.go.jp/info:ndljp/pid/1710804	沖縄県勢要覧	昭和４年版			沖縄県総務部統計課 編	沖縄県	昭和6	1931			351.99					インターネット公開（保護期間満了）
1710813_36_0.jpg	1710813	https://dl.ndl.go.jp/info:ndljp/pid/1710813	沖縄県勢要覧	昭和６年版			沖縄県総務部統計課 編	沖縄県	昭和8	1933			351.99					インターネット公開（保護期間満了）
1711068_50_2.jpg	1711068	https://dl.ndl.go.jp/info:ndljp/pid/1711068	貯金局統計年報	昭和４年度（第３７回）			貯金局 編	貯金局	昭和5	1930			338					インターネット公開（保護期間満了）
1711154_390_2.jpg	1711154	https://dl.ndl.go.jp/info:ndljp/pid/1711154	台湾総督府統計書	第３６（昭和７年）			台湾総督府 編	台湾総督府	昭和9	1934			352					インターネット公開（保護期間満了）
1711992_101_2.jpg	1711992	https://dl.ndl.go.jp/info:ndljp/pid/1711992	経済統計学			8版	小林新 著	ダイヤモンド社	1934	1934			331.19					インターネット公開（保護期間満了）
1712229_25_2.jpg	1712229	https://dl.ndl.go.jp/info:ndljp/pid/1712229	神戸市統計書	第１７回　第１編 氣象、土地建物及人口			神戸市 編	神戸市	昭和2	1927			351.64					インターネット公開（保護期間満了）
1712269_69_1.jpg	1712269	https://dl.ndl.go.jp/info:ndljp/pid/1712269	神戸市統計書	第２２回　第８編 交通			神戸市 編	神戸市	昭和9	1934			351.64					インターネット公開（保護期間満了）
1719365_60_9.jpg	1719365	https://dl.ndl.go.jp/info:ndljp/pid/1719365	山林要覧	第8次			農林省山林局 編	大日本山林会	1937	1937		301p ; 20cm	650.59					インターネット公開（保護期間満了）
1899942_43_0.jpg	1899942	https://dl.ndl.go.jp/info:ndljp/pid/1899942	壯丁教育調査概況	昭和17年度				文部省國民教育局	[1944]	1944		116p ; 26cm			372.1	FB14	試験 (教育)	インターネット公開（保護期間満了）
1900082_122_0.jpg	1900082	https://dl.ndl.go.jp/info:ndljp/pid/1900082	鐵道旅客手小荷物運賃算出表	昭和2年7月1日現行				鐵道省運輸局	[1927]	1927		77, 405p ; 22cm			686.51	DK111	旅客--日本||鉄道運賃--日本	インターネット公開（保護期間満了）
1900082_173_0.jpg	1900082	https://dl.ndl.go.jp/info:ndljp/pid/1900082	鐵道旅客手小荷物運賃算出表	昭和2年7月1日現行				鐵道省運輸局	[1927]	1927		77, 405p ; 22cm			686.51	DK111	旅客--日本||鉄道運賃--日本	インターネット公開（保護期間満了）
1900092_245_0.jpg	1900092	https://dl.ndl.go.jp/info:ndljp/pid/1900092	鐵道旅客手小荷物運賃算出表	昭和6年6月1日現行				鐵道省運輸局	[1931]	1931		1冊 ; 23cm			686.51	DK111	旅客--日本||鉄道運賃--日本	インターネット公開（保護期間満了）
1909568_369_3.jpg	1909568	https://dl.ndl.go.jp/info:ndljp/pid/1909568	滋賀縣統計全書	大正13年				滋賀縣	1926.3	1926		883, 5p ; 22cm			351.61	DT97		インターネット公開（保護期間満了）
1910200_75_1.jpg	1910200	https://dl.ndl.go.jp/info:ndljp/pid/1910200	奈良縣勢要覽					奈良縣	1930.5	1930		214p ; 14cm				Y994		インターネット公開（保護期間満了）
1910454_59_0.jpg	1910454	https://dl.ndl.go.jp/info:ndljp/pid/1910454	満洲帝國國勢圖表	康徳7年版			國務院總務廳統計處, 建國大學研究院圖表班 編纂	國務院總務廳統計處	1941.5	1941		113p ; 26cm			352.25	DT191-M13		インターネット公開（保護期間満了）
2387638_28_0.jpg	2387638	https://dl.ndl.go.jp/info:ndljp/pid/2387638	福井市統計一斑				福井市 編	福井市	大正13	1924			351.44					インターネット公開（保護期間満了）
2388516_42_0.jpg	2388516	https://dl.ndl.go.jp/info:ndljp/pid/2388516	ソ連邦国民経済統計集				経済安定本部経済復興計画委員会, 経済安定本部総裁官房企画部調査課 共編	経済安定本部	1948	1948			330.59					インターネット公開（保護期間満了）
2388516_47_1.jpg	2388516	https://dl.ndl.go.jp/info:ndljp/pid/2388516	ソ連邦国民経済統計集				経済安定本部経済復興計画委員会, 経済安定本部総裁官房企画部調査課 共編	経済安定本部	1948	1948			330.59					インターネット公開（保護期間満了）
2390763_557_0.jpg	2390763	https://dl.ndl.go.jp/info:ndljp/pid/2390763	税務統計書	昭和11年度			仙台税務監督局 編	仙台税務監督局	昭和12	1937			349					インターネット公開（保護期間満了）
2422852_80_0.jpg	2422852	https://dl.ndl.go.jp/info:ndljp/pid/2422852	厚生白書	昭和35年度版			厚生省大臣官房企画室 編	大蔵省印刷局	1961	1961			498.1				厚生行政	インターネット公開（保護期間満了）
2458450_257_0.jpg	2458450	https://dl.ndl.go.jp/info:ndljp/pid/2458450	青森営林局事業統計書	昭和34年				青森営林局	1960	1960			651.13				国有林--統計	インターネット公開（保護期間満了）
2481126_216_9.jpg	2481126	https://dl.ndl.go.jp/info:ndljp/pid/2481126	農林省統計表	第16次(昭和14年)				農林省農林経済局統計調査部	1940	1940			605.9				畜産業--統計	インターネット公開（保護期間満了）
1016581_112_0.jpg	1016581	https://dl.ndl.go.jp/info:ndljp/pid/1016581	電子及原子論大要				水野敏之丞 著	丸善	大正14	1925		243, 7p ; 23cm	427					インターネット公開（保護期間満了）
1018762_72_0.jpg	1018762	https://dl.ndl.go.jp/info:ndljp/pid/1018762	日本民族の将来				田中寛一 著	培風館	大正15	1926		266, 2p ; 18cm	389					インターネット公開（保護期間満了）
1018770_135_0.jpg	1018770	https://dl.ndl.go.jp/info:ndljp/pid/1018770	水力電気	上巻			電気工学会 編	電気工学会	大正14.9	1925		384p ; 19cm	543					インターネット公開（保護期間満了）
1020188_821_2.jpg	1020188	https://dl.ndl.go.jp/info:ndljp/pid/1020188	日野郡史	下巻			日野郡史編纂委員 編	日野郡自治協会	大正15	1926			217.2					インターネット公開（保護期間満了）
1020188_821_3.jpg	1020188	https://dl.ndl.go.jp/info:ndljp/pid/1020188	日野郡史	下巻			日野郡史編纂委員 編	日野郡自治協会	大正15	1926			217.2					インターネット公開（保護期間満了）
1020769_41_0.jpg	1020769	https://dl.ndl.go.jp/info:ndljp/pid/1020769	火災保険の理論と実際	上巻			志水政信 著	大同書院	大正15	1926		272p ; 23cm	339					インターネット公開（保護期間満了）
1020981_204_1.jpg	1020981	https://dl.ndl.go.jp/info:ndljp/pid/1020981	鉄道停車場一覧 : 附・関係法規、線路図運賃早見表				鉄道省 編	鉄道教育会	大正15	1926		434, 110p ; 17cm	686					インターネット公開（保護期間満了）
1022449_11_1.jpg	1022449	https://dl.ndl.go.jp/info:ndljp/pid/1022449	農産物検査成績	第30号(昭和14年度)				栃木県農産物検査所	昭和16	1941		218p ; 21cm	615					インターネット公開（保護期間満了）
1022449_11_3.jpg	1022449	https://dl.ndl.go.jp/info:ndljp/pid/1022449	農産物検査成績	第30号(昭和14年度)				栃木県農産物検査所	昭和16	1941		218p ; 21cm	615					インターネット公開（保護期間満了）
1022910_15_1.jpg	1022910	https://dl.ndl.go.jp/info:ndljp/pid/1022910	松阪市の都市地理学的研究				辻井浩太郎 著	飯南多気郷友会	昭和12	1937		78p ; 23cm	291.56					インターネット公開（保護期間満了）
1025112_10_0.jpg	1025112	https://dl.ndl.go.jp/info:ndljp/pid/1025112	女子速修珠算書				東京都商工経済会 編	産業図書	昭和19	1944		106, 50p ; 21cm	419					インターネット公開（保護期間満了）
1025112_10_1.jpg	1025112	https://dl.ndl.go.jp/info:ndljp/pid/1025112	女子速修珠算書				東京都商工経済会 編	産業図書	昭和19	1944		106, 50p ; 21cm	419					インターネット公開（保護期間満了）
1025112_10_2.jpg	1025112	https://dl.ndl.go.jp/info:ndljp/pid/1025112	女子速修珠算書				東京都商工経済会 編	産業図書	昭和19	1944		106, 50p ; 21cm	419					インターネット公開（保護期間満了）
1025112_39_0.jpg	1025112	https://dl.ndl.go.jp/info:ndljp/pid/1025112	女子速修珠算書				東京都商工経済会 編	産業図書	昭和19	1944		106, 50p ; 21cm	419					インターネット公開（保護期間満了）
1025112_39_1.jpg	1025112	https://dl.ndl.go.jp/info:ndljp/pid/1025112	女子速修珠算書				東京都商工経済会 編	産業図書	昭和19	1944		106, 50p ; 21cm	419					インターネット公開（保護期間満了）
1025112_50_1.jpg	1025112	https://dl.ndl.go.jp/info:ndljp/pid/1025112	女子速修珠算書				東京都商工経済会 編	産業図書	昭和19	1944		106, 50p ; 21cm	419					インターネット公開（保護期間満了）
1025366_35_0.jpg	1025366	https://dl.ndl.go.jp/info:ndljp/pid/1025366	内燃機関				電機学校 編	電機学校	昭和16	1941		140p ; 21cm	533					インターネット公開（保護期間満了）
1026847_165_0.jpg	1026847	https://dl.ndl.go.jp/info:ndljp/pid/1026847	生化学提要			第7版	柿内三郎 著	克誠堂書店	昭和13	1938		p205～571 ; 23cm	464					インターネット公開（保護期間満了）
1027412_33_0.jpg	1027412	https://dl.ndl.go.jp/info:ndljp/pid/1027412	実用図解数量算出公式				東京工学研究会 編	鉄道図書局	昭和6	1931		117p ; 20cm	410					インターネット公開（保護期間満了）
1027412_33_1.jpg	1027412	https://dl.ndl.go.jp/info:ndljp/pid/1027412	実用図解数量算出公式				東京工学研究会 編	鉄道図書局	昭和6	1931		117p ; 20cm	410					インターネット公開（保護期間満了）
1027412_33_2.jpg	1027412	https://dl.ndl.go.jp/info:ndljp/pid/1027412	実用図解数量算出公式				東京工学研究会 編	鉄道図書局	昭和6	1931		117p ; 20cm	410					インターネット公開（保護期間満了）
1027412_33_3.jpg	1027412	https://dl.ndl.go.jp/info:ndljp/pid/1027412	実用図解数量算出公式				東京工学研究会 編	鉄道図書局	昭和6	1931		117p ; 20cm	410					インターネット公開（保護期間満了）
1028312_50_2.jpg	1028312	https://dl.ndl.go.jp/info:ndljp/pid/1028312	逓試受験テキスト	第2種用 一次論説篇			逓試受験研究会 [編]	電気書院	[昭和10]	1935		118p ; 23cm	690					インターネット公開（保護期間満了）
1028312_53_0.jpg	1028312	https://dl.ndl.go.jp/info:ndljp/pid/1028312	逓試受験テキスト	第2種用 一次論説篇			逓試受験研究会 [編]	電気書院	[昭和10]	1935		118p ; 23cm	690					インターネット公開（保護期間満了）
1028312_53_1.jpg	1028312	https://dl.ndl.go.jp/info:ndljp/pid/1028312	逓試受験テキスト	第2種用 一次論説篇			逓試受験研究会 [編]	電気書院	[昭和10]	1935		118p ; 23cm	690					インターネット公開（保護期間満了）
1028312_55_0.jpg	1028312	https://dl.ndl.go.jp/info:ndljp/pid/1028312	逓試受験テキスト	第2種用 一次論説篇			逓試受験研究会 [編]	電気書院	[昭和10]	1935		118p ; 23cm	690					インターネット公開（保護期間満了）
1028312_55_1.jpg	1028312	https://dl.ndl.go.jp/info:ndljp/pid/1028312	逓試受験テキスト	第2種用 一次論説篇			逓試受験研究会 [編]	電気書院	[昭和10]	1935		118p ; 23cm	690					インターネット公開（保護期間満了）
1028312_55_4.jpg	1028312	https://dl.ndl.go.jp/info:ndljp/pid/1028312	逓試受験テキスト	第2種用 一次論説篇			逓試受験研究会 [編]	電気書院	[昭和10]	1935		118p ; 23cm	690					インターネット公開（保護期間満了）
1028312_55_6.jpg	1028312	https://dl.ndl.go.jp/info:ndljp/pid/1028312	逓試受験テキスト	第2種用 一次論説篇			逓試受験研究会 [編]	電気書院	[昭和10]	1935		118p ; 23cm	690					インターネット公開（保護期間満了）
1028312_57_1.jpg	1028312	https://dl.ndl.go.jp/info:ndljp/pid/1028312	逓試受験テキスト	第2種用 一次論説篇			逓試受験研究会 [編]	電気書院	[昭和10]	1935		118p ; 23cm	690					インターネット公開（保護期間満了）
1028312_57_2.jpg	1028312	https://dl.ndl.go.jp/info:ndljp/pid/1028312	逓試受験テキスト	第2種用 一次論説篇			逓試受験研究会 [編]	電気書院	[昭和10]	1935		118p ; 23cm	690					インターネット公開（保護期間満了）
1028312_60_0.jpg	1028312	https://dl.ndl.go.jp/info:ndljp/pid/1028312	逓試受験テキスト	第2種用 一次論説篇			逓試受験研究会 [編]	電気書院	[昭和10]	1935		118p ; 23cm	690					インターネット公開（保護期間満了）
1028312_60_3.jpg	1028312	https://dl.ndl.go.jp/info:ndljp/pid/1028312	逓試受験テキスト	第2種用 一次論説篇			逓試受験研究会 [編]	電気書院	[昭和10]	1935		118p ; 23cm	690					インターネット公開（保護期間満了）
1028314_38_2.jpg	1028314	https://dl.ndl.go.jp/info:ndljp/pid/1028314	逓試受験テキスト	第3種用 一次論説篇			逓試受験研究会 [編]	電気書院	[昭和10]	1935		113p ; 23cm	690					インターネット公開（保護期間満了）
1028314_53_0.jpg	1028314	https://dl.ndl.go.jp/info:ndljp/pid/1028314	逓試受験テキスト	第3種用 一次論説篇			逓試受験研究会 [編]	電気書院	[昭和10]	1935		113p ; 23cm	690					インターネット公開（保護期間満了）
1029579_11_0.jpg	1029579	https://dl.ndl.go.jp/info:ndljp/pid/1029579	日本地理年鑑	昭和12年版			国民地理協会 編纂	国民地理協会出版部	昭和12	1937		195p ; 19cm	291					インターネット公開（保護期間満了）
1029579_11_2.jpg	1029579	https://dl.ndl.go.jp/info:ndljp/pid/1029579	日本地理年鑑	昭和12年版			国民地理協会 編纂	国民地理協会出版部	昭和12	1937		195p ; 19cm	291					インターネット公開（保護期間満了）
1029579_11_3.jpg	1029579	https://dl.ndl.go.jp/info:ndljp/pid/1029579	日本地理年鑑	昭和12年版			国民地理協会 編纂	国民地理協会出版部	昭和12	1937		195p ; 19cm	291					インターネット公開（保護期間満了）
1030056_11_6.jpg	1030056	https://dl.ndl.go.jp/info:ndljp/pid/1030056	和歌山市勧業統計要覧	昭和6年版				和歌山市	昭和6	1931		100p ; 18cm	605					インターネット公開（保護期間満了）
1030056_17_2.jpg	1030056	https://dl.ndl.go.jp/info:ndljp/pid/1030056	和歌山市勧業統計要覧	昭和6年版				和歌山市	昭和6	1931		100p ; 18cm	605					インターネット公開（保護期間満了）
1030056_22_7.jpg	1030056	https://dl.ndl.go.jp/info:ndljp/pid/1030056	和歌山市勧業統計要覧	昭和6年版				和歌山市	昭和6	1931		100p ; 18cm	605					インターネット公開（保護期間満了）
1030933_61_1.jpg	1030933	https://dl.ndl.go.jp/info:ndljp/pid/1030933	長崎古蹟めぐり				長崎古蹟めぐり刊行会 著	たちばな商店	昭和3	1928		96, 24p ; 19cm	291.93					インターネット公開（保護期間満了）
1032184_21_0.jpg	1032184	https://dl.ndl.go.jp/info:ndljp/pid/1032184	製材本束価格				三重県木材株式会社 [編]	三重県木材	昭和18	1943		1冊 ; 15×22cm	651					インターネット公開（保護期間満了）
1032520_30_0.jpg	1032520	https://dl.ndl.go.jp/info:ndljp/pid/1032520	野付牛名鑑	1933				野付牛名鑑発行所	昭和8	1933		238p ; 19cm	281.1					インターネット公開（保護期間満了）
1032520_30_2.jpg	1032520	https://dl.ndl.go.jp/info:ndljp/pid/1032520	野付牛名鑑	1933				野付牛名鑑発行所	昭和8	1933		238p ; 19cm	281.1					インターネット公開（保護期間満了）
1033138_19_1.jpg	1033138	https://dl.ndl.go.jp/info:ndljp/pid/1033138	高等女学校英語教材の合理化				竹原常太 述	大修館書店	昭和9	1934		59p ; 23cm	375.89					インターネット公開（保護期間満了）
1033876_48_0.jpg	1033876	https://dl.ndl.go.jp/info:ndljp/pid/1033876	物理実験				東京電機高等工業学校 編	東京電機高等工業学校	昭和15	1940		174p ; 24cm	422					インターネット公開（保護期間満了）
1035126_238_0.jpg	1035126	https://dl.ndl.go.jp/info:ndljp/pid/1035126	最新化学講義				友田冝孝 著	山海堂出版部	昭和11	1936		208, 19, 18p ; 23cm	430					インターネット公開（保護期間満了）
1036011_40_1.jpg	1036011	https://dl.ndl.go.jp/info:ndljp/pid/1036011	貨物営業料程表ト小運送認可運賃料金表	昭和16年3月現行			鉄道省監督局陸運第二課内運送法規研究会 編纂	交通展望社	昭和16	1941		281p ; 19cm	686					インターネット公開（保護期間満了）
1037053_124_0.jpg	1037053	https://dl.ndl.go.jp/info:ndljp/pid/1037053	青森県実業要覧	昭和16年				帝国興信所青森支所	昭和16	1941		266p ; 21cm	602.1					インターネット公開（保護期間満了）
1037056_39_0.jpg	1037056	https://dl.ndl.go.jp/info:ndljp/pid/1037056	金解禁第二年目の財界を論ず		景気パンフレット ; 第4輯		勝田貞次 著	春陽堂	昭和6	1931		253p ; 15×23cm	332.1					インターネット公開（保護期間満了）
1044263_82_0.jpg	1044263	https://dl.ndl.go.jp/info:ndljp/pid/1044263	ソ聯より見たる西南アジヤ				ソ聯邦商業会議所 編||中亜問題研究会 訳	武蔵野書房	昭和18	1943		280p ; 21cm	292.6					インターネット公開（保護期間満了）
1045486_17_0.jpg	1045486	https://dl.ndl.go.jp/info:ndljp/pid/1045486	臨床小児科学			訂7版	笠原道夫 著	克誠堂	昭和16	1941		508p ; 19cm	493.9					インターネット公開（保護期間満了）
1045486_18_0.jpg	1045486	https://dl.ndl.go.jp/info:ndljp/pid/1045486	臨床小児科学			訂7版	笠原道夫 著	克誠堂	昭和16	1941		508p ; 19cm	493.9					インターネット公開（保護期間満了）
1045486_248_0.jpg	1045486	https://dl.ndl.go.jp/info:ndljp/pid/1045486	臨床小児科学			訂7版	笠原道夫 著	克誠堂	昭和16	1941		508p ; 19cm	493.9					インターネット公開（保護期間満了）
1045486_250_0.jpg	1045486	https://dl.ndl.go.jp/info:ndljp/pid/1045486	臨床小児科学			訂7版	笠原道夫 著	克誠堂	昭和16	1941		508p ; 19cm	493.9					インターネット公開（保護期間満了）
1045492_11_2.jpg	1045492	https://dl.ndl.go.jp/info:ndljp/pid/1045492	大阪工業試験所報告	第19回 第2号 寫眞用印畫紙乳劑製造に關する研究第1報 クロ･ブロマイド紙乳劑の製造絛件に就て			商工省大阪工業試験所 編	工業調査協会	昭和13-17	1942			504					インターネット公開（保護期間満了）
1045496_18_1.jpg	1045496	https://dl.ndl.go.jp/info:ndljp/pid/1045496	大阪工業試験所報告	第19回 第5号 稻藁よりパルプ製造に關する研究第2報 パガスよりパルプ製造に關する研究			商工省大阪工業試験所 編	工業調査協会	昭和13-17	1942			504					インターネット公開（保護期間満了）
1045524_155_0.jpg	1045524	https://dl.ndl.go.jp/info:ndljp/pid/1045524	大野病院弐拾周年記念論文集				大野病院 編	大野病院	昭和19	1944		580p ; 26cm	490					インターネット公開（保護期間満了）
1045527_70_1.jpg	1045527	https://dl.ndl.go.jp/info:ndljp/pid/1045527	[岡山県]農産物検査成績報告	昭和14年度			岡山県農産物検査所 編	岡山県農産物検査所	昭和16-18年	1943			615					インターネット公開（保護期間満了）
1045527_97_1.jpg	1045527	https://dl.ndl.go.jp/info:ndljp/pid/1045527	[岡山県]農産物検査成績報告	昭和14年度			岡山県農産物検査所 編	岡山県農産物検査所	昭和16-18年	1943			615					インターネット公開（保護期間満了）
1045652_11_0.jpg	1045652	https://dl.ndl.go.jp/info:ndljp/pid/1045652	基礎理論化学				津田栄 著	裳華房	昭和16	1941		218p ; 22cm	431					インターネット公開（保護期間満了）
1045652_76_0.jpg	1045652	https://dl.ndl.go.jp/info:ndljp/pid/1045652	基礎理論化学				津田栄 著	裳華房	昭和16	1941		218p ; 22cm	431					インターネット公開（保護期間満了）
1045821_29_2.jpg	1045821	https://dl.ndl.go.jp/info:ndljp/pid/1045821	[埼玉県茶業研究所]業務功程	昭和20･21年度			埼玉県茶業研究所 編	埼玉県茶業研究所	昭和16-22	1947			619					インターネット公開（保護期間満了）
1045821_29_3.jpg	1045821	https://dl.ndl.go.jp/info:ndljp/pid/1045821	[埼玉県茶業研究所]業務功程	昭和20･21年度			埼玉県茶業研究所 編	埼玉県茶業研究所	昭和16-22	1947			619					インターネット公開（保護期間満了）
1045886_100_0.jpg	1045886	https://dl.ndl.go.jp/info:ndljp/pid/1045886	実験化学便覧				実験化学便覧編纂委員会 編	共立出版	昭和18	1943		590p ; 19cm	432					インターネット公開（保護期間満了）
1045886_56_0.jpg	1045886	https://dl.ndl.go.jp/info:ndljp/pid/1045886	実験化学便覧				実験化学便覧編纂委員会 編	共立出版	昭和18	1943		590p ; 19cm	432					インターネット公開（保護期間満了）
1045887_103_1.jpg	1045887	https://dl.ndl.go.jp/info:ndljp/pid/1045887	実験化学便覧			4版	実験化学便覧編纂委員会 編	共立出版	昭和22	1947		590p ; 19cm	432					インターネット公開（保護期間満了）
1045887_103_2.jpg	1045887	https://dl.ndl.go.jp/info:ndljp/pid/1045887	実験化学便覧			4版	実験化学便覧編纂委員会 編	共立出版	昭和22	1947		590p ; 19cm	432					インターネット公開（保護期間満了）
1045887_142_1.jpg	1045887	https://dl.ndl.go.jp/info:ndljp/pid/1045887	実験化学便覧			4版	実験化学便覧編纂委員会 編	共立出版	昭和22	1947		590p ; 19cm	432					インターネット公開（保護期間満了）
1045887_142_2.jpg	1045887	https://dl.ndl.go.jp/info:ndljp/pid/1045887	実験化学便覧			4版	実験化学便覧編纂委員会 編	共立出版	昭和22	1947		590p ; 19cm	432					インターネット公開（保護期間満了）
1045887_224_1.jpg	1045887	https://dl.ndl.go.jp/info:ndljp/pid/1045887	実験化学便覧			4版	実験化学便覧編纂委員会 編	共立出版	昭和22	1947		590p ; 19cm	432					インターネット公開（保護期間満了）
1045887_241_1.jpg	1045887	https://dl.ndl.go.jp/info:ndljp/pid/1045887	実験化学便覧			4版	実験化学便覧編纂委員会 編	共立出版	昭和22	1947		590p ; 19cm	432					インターネット公開（保護期間満了）
1045887_245_0.jpg	1045887	https://dl.ndl.go.jp/info:ndljp/pid/1045887	実験化学便覧			4版	実験化学便覧編纂委員会 編	共立出版	昭和22	1947		590p ; 19cm	432					インターネット公開（保護期間満了）
1045887_83_0.jpg	1045887	https://dl.ndl.go.jp/info:ndljp/pid/1045887	実験化学便覧			4版	実験化学便覧編纂委員会 編	共立出版	昭和22	1947		590p ; 19cm	432					インターネット公開（保護期間満了）
1046394_273_0.jpg	1046394	https://dl.ndl.go.jp/info:ndljp/pid/1046394	汎有機化学	上巻			西沢勇志智 著	内田老鶴圃	昭和16	1941			437					インターネット公開（保護期間満了）
1046641_318_0.jpg	1046641	https://dl.ndl.go.jp/info:ndljp/pid/1046641	胃及ビ十二指腸潰瘍				友田正信 著	金原商店	昭14	1939		836p ; 25cm	493					インターネット公開（保護期間満了）
